input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
5 people on floor 12 say the network printer isn't showing up at all now.,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.,"{
  ""category"": ""Printer"",
  ""priority"": ""High"",
  ""summary"": ""Five users on the 12th floor report that the network printer is not appearing in their print queue."",
  ""troubleshooting"": [
    ""Verify the printer is powered on and connected to the network"",
    ""Check the printer status via the network management interface"",
    ""Ping the printer from the affected workstations"",
    ""Restart the print spooler service on the print server"",
    ""Check for any recent changes or updates affecting the printer configuration""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the printer remains unresponsive.""
}",True,True,True,True,False,Printer,High,Escalate to Desktop Support / Hardware if the printer remains unresponsive.
"The font in Asana looks a little small for the Marketing team, can it be adjusted?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""Marketing team requests adjustment of font size in Asana to make it larger."", ""troubleshooting"": [""Check if the font size can be adjusted within Asana settings"", ""Verify if the issue persists across different browsers"", ""Contact Asana support for further assistance""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Software,Low,No escalation needed
I need a license for Jira for the Human Resources team but I'm getting a 'no seats available' error.,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""User attempting to add Jira licenses for the Human Resources team receives a 'no seats available' error."", ""troubleshooting"": [""Verify current Jira license count and seat allocation"", ""Check for any unused or expired licenses"", ""Contact the software vendor for additional licensing information"", ""Review Jira server logs for any related errors""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the issue persists after verifying local resources.""}",True,True,True,True,False,Software,Medium,Escalate to Microsoft 365 / Cloud Services if the issue persists after verifying local resources.
I think I entered my password on a fake Concur login page that looked like our normal one; I'm on the Operations team.,Security,High,Escalate to Security / Incident Response immediately due to suspected credential phishing.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Suspect that the user entered their password on a phishing site mimicking the Concur login page."", ""troubleshooting"": [""Change the user's password immediately"", ""Run a malware scan on the user's device"", ""Update the user's account to lock out after three failed login attempts"", ""Educate the user about phishing and secure login practices""], ""escalation"": ""Escalate to Identity & Access Management for further investigation and potential account compromise assessment.""}",True,True,False,True,False,Account / Authentication,High,Escalate to Identity & Access Management for further investigation and potential account compromise assessment.
A software update pushed to the whole company this morning is preventing everyone from logging into QuickBooks.,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{
  ""category"": ""Software"",
  ""priority"": ""High"",
  ""summary"": ""Software update from this morning is blocking user login access to QuickBooks across the company."",
  ""troubleshooting"": [
    ""Roll back the latest software update"",
    ""Check QuickBooks server logs for errors"",
    ""Verify QuickBooks application compatibility with recent updates"",
    ""Restart QuickBooks servers"",
    ""Notify users to clear browser cache and cookies""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if rolling back the update does not resolve the issue.""
}",True,True,True,False,True,Software,High,Escalate to Desktop Support / Hardware if rolling back the update does not resolve the issue.
Teams keeps freezing when I try to share my screen during Procurement meetings on floor 14.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.,"{
  ""category"": ""Microsoft 365"",
  ""priority"": ""Medium"",
  ""summary"": ""Teams application freezes when sharing screen during procurement meetings on the 14th floor."",
  ""troubleshooting"": [
    ""Restart the Teams application"",
    ""Clear cache and restart Teams"",
    ""Check network stability and speed"",
    ""Verify meeting settings and permissions"",
    ""Update Microsoft 365 to the latest version""
  ],
  ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issue persists.""
}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if issue persists.
OneDrive icon shows a sync pending cloud icon on one Asana file that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{
  ""category"": ""Microsoft 365"",
  ""priority"": ""Low"",
  ""summary"": ""OneDrive icon shows a sync pending cloud icon on a single Asana file that does not complete synchronization."",
  ""troubleshooting"": [
    ""Clear the OneDrive cache"",
    ""Restart the OneDrive service"",
    ""Check for large files or corrupted files in the Asana folder"",
    ""Verify network connectivity and bandwidth"",
    ""Update OneDrive to the latest version""
  ],
  ""escalation"": ""No escalation needed""
}",True,True,True,True,True,Microsoft 365,Low,No escalation needed
"My second monitor on floor 14 in Procurement won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""The second monitor on a computer at Procurement on the 14th floor will not power on while the first monitor functions normally."", ""troubleshooting"": [""Check the power cable connection for the second monitor"", ""Verify the power outlet is functioning properly"", ""Inspect the monitor's power switch and indicator lights"", ""Test the monitor on another computer to rule out hardware failure""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after checking basic connections and functionality.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if the issue persists after checking basic connections and functionality.
My account keeps asking me to change my password even though I changed it last week in Legal on floor 2.,Account / Authentication,Low,No escalation needed unless prompt continues after cache clear.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's account is repeatedly prompting for a password change despite having recently done so."", ""troubleshooting"": [""Verify the password change was completed successfully in the system"", ""Check for any pending password policies or group policy updates"", ""Review recent login attempts for suspicious activity"", ""Consult with the Identity & Access Management team if issues persist""], ""escalation"": ""Escalate to Identity & Access Management if the issue continues after checking local systems.""}",True,True,True,False,False,Account / Authentication,Medium,Escalate to Identity & Access Management if the issue continues after checking local systems.
"My Lenovo Yoga laptop battery drains from full to dead in under two hours now, and I'm on the Customer Support team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Customer Support team member's Lenovo Yoga laptop battery drains quickly, going from full to dead in less than two hours."", ""troubleshooting"": [""Check power settings for any energy-saving features that might be enabled"", ""Run a hardware diagnostic on the battery"", ""Inspect the battery for physical damage"", ""Update the BIOS to the latest version""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after basic checks.""}",True,True,True,False,True,Hardware,High,Escalate to Desktop Support / Hardware if the issue persists after basic checks.
"Chrome shows an update available banner every time I open it, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""Chrome displays an update notification upon opening but does not affect functionality."", ""troubleshooting"": [""Wait for the update to install automatically"", ""Force update now from settings"", ""Clear cache and cookies"", ""Restart the browser""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Software,Low,No escalation needed
"Ethernet port at my desk on floor 12 in IT shows no connection, laptop says unplugged.",Network / Wi-Fi,Medium,Escalate to Network Operations if the switch port needs to be re-enabled.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""Ethernet cable at the desk on floor 12 in IT is not detected by the network, while the laptop reports it as unplugged."", ""troubleshooting"": [""Check if the Ethernet cable is properly connected at both ends"", ""Verify the status of the Ethernet port on the wall jack"", ""Inspect the Ethernet port on the laptop for any obvious damage"", ""Restart the network switch or router in the IT area"", ""Run a network cable test using a network tester""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after checking the physical connections.""}",True,True,True,False,False,Network / Wi-Fi,High,Escalate to Desktop Support / Hardware if the issue persists after checking the physical connections.
"My work iPad was lost, possibly stolen, and it has access to my Operations email.",Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""A work iPad that had access to the Operations email account has been lost and may be stolen."", ""troubleshooting"": [""Locate the device using Find My Device"", ""Remotely wipe the device to remove data"", ""Change all relevant passwords and PINs"", ""Notify the security team about potential unauthorized access""], ""escalation"": ""Escalate to Security / Incident Response for further action.""}",True,True,True,True,True,Mobile Device,High,Escalate to Security / Incident Response for further action.
OneDrive icon shows a sync pending cloud icon on one ServiceNow file used by IT that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""Sync for a OneDrive file used by IT remains pending and does not complete."", ""troubleshooting"": [""Clear the OneDrive cache"", ""Restart the OneDrive service"", ""Check network connectivity"", ""Verify OneDrive permissions"", ""Run OneDrive repair tool""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the issue persists after these steps.""}",True,True,True,False,False,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if the issue persists after these steps.
12 employees in Finance are reporting that their files have been renamed with a strange extension and there's a message demanding payment.,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.,"{""category"": ""Security"", ""priority"": ""Critical"", ""summary"": ""Finance department employees are seeing their files renamed with an unusual extension and a ransom note is displayed, requesting payment."", ""troubleshooting"": [""Isolate affected systems from network"", ""Run anti-malware scan on all machines"", ""Check for recent system backups"", ""Notify local law enforcement""], ""escalation"": ""Escalate to Security / Incident Response for further investigation and remediation.""}",True,True,True,True,True,Security,Critical,Escalate to Security / Incident Response for further investigation and remediation.
One of the keys on my HP EliteBook laptop keyboard feels sticky in the Human Resources office.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""A key on the keyboard of an HP EliteBook laptop is stuck and not registering properly."", ""troubleshooting"": [""Clean the key with compressed air and a soft cloth"", ""Check for debris under the key"", ""Test the key on another computer"", ""Replace the key if it still does not work""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Hardware,Low,No escalation needed
I can't get my ServiceNow email set up on my new work iPhone.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User is unable to configure their ServiceNow email account on a new iPhone."", ""troubleshooting"": [""Check if the correct email settings are entered"", ""Verify that MDM enrollment is successful"", ""Reset the iPhone's email settings and try again"", ""Contact the Helpdesk for further assistance""], ""escalation"": ""Escalate to Desktop Support / Hardware if issues persist after resetting settings.""}",True,True,True,True,False,Mobile Device,Medium,Escalate to Desktop Support / Hardware if issues persist after resetting settings.
A batch of 2 work work tablets was reported stolen from a delivery truck before they were assigned to Finance.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Two work tablets intended for the Finance department were stolen from a delivery truck before assignment."", ""troubleshooting"": [""Locate the last known location of the devices using GPS tracking"", ""Initiate remote wipe to secure data"", ""Notify local law enforcement with device serial numbers"", ""Review security camera footage for any clues""], ""escalation"": ""Escalate to Security / Incident Response for further investigation and reporting.""}",True,True,True,False,True,Mobile Device,High,Escalate to Security / Incident Response for further investigation and reporting.
My VPN client shows a yellow warning icon on floor 14 in the Customer Support office but I'm still connected.,VPN,Low,No escalation needed unless connectivity is actually impacted.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""The Customer Support office on floor 14 has a yellow warning icon on the VPN client despite being connected."", ""troubleshooting"": [""Check for any pending updates or alerts on the client"", ""Verify the network connection stability"", ""Ping the server to check for latency issues"", ""Review the firewall settings for any blockages""], ""escalation"": ""No escalation needed if basic checks resolve the issue.""}",True,True,True,True,True,VPN,Low,No escalation needed if basic checks resolve the issue.
"After the latest Jira update, half the Engineering team can't save their work, it just errors out with a 408.",Software,High,Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.,"{
  ""category"": ""Microsoft 365"",
  ""priority"": ""High"",
  ""summary"": ""Half of the Engineering team is experiencing a 408 error when trying to save work in Jira after the latest update."",
  ""troubleshooting"": [
    ""Check for recent changes or updates to Jira that may be causing the issue"",
    ""Verify network connectivity and stability for affected users"",
    ""Review Jira server logs for any errors or warnings related to the 408 error"",
    ""Test with a different browser to rule out client-side issues"",
    ""Contact Microsoft 365 support for further assistance""
  ],
  ""escalation"": ""Escalate to Microsoft 365 / Cloud Services for further investigation and resolution.""
}",True,True,False,True,False,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services for further investigation and resolution.
A batch of 7 work work tablets was reported stolen from a delivery truck before they were assigned to Finance.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Seven work tablets intended for the Finance department were stolen from a delivery truck before assignment."", ""troubleshooting"": [""Locate the last known location of the devices using GPS tracking"", ""Initiate remote wipe to secure data"", ""Notify local law enforcement with serial numbers"", ""Review security camera footage for clues"", ""Check with carriers for any recent activity on the devices""], ""escalation"": ""Escalate to Security / Incident Response for further action and reporting.""}",True,True,True,False,True,Mobile Device,High,Escalate to Security / Incident Response for further action and reporting.
I accidentally deleted an important folder from the Engineering shared drive on floor 13.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{
  ""category"": ""File / Permissions"",
  ""priority"": ""High"",
  ""summary"": ""A user accidentally deleted a critical folder from the Engineering shared drive located on the 13th floor."",
  ""troubleshooting"": [
    ""Identify the user who performed the deletion"",
    ""Check the recycle bin for the deleted folder"",
    ""Review backup logs to see if a recent backup exists"",
    ""Contact the backup administrator for assistance""
  ],
  ""escalation"": ""Escalate to Security / Incident Response for further investigation.""
}",True,True,True,False,False,File / Permissions,High,Escalate to Security / Incident Response for further investigation.
15 people on the Procurement team can't receive their MFA push notifications on their company-issued smartphones since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""The procurement team members are unable to receive MFA push notifications on their company-issued smartphones starting from this morning."", ""troubleshooting"": [""Check if the MFA service is experiencing downtime"", ""Verify the mobile app version on all devices"", ""Ensure all devices are connected to the corporate network"", ""Review recent changes or updates to the MFA configuration""], ""escalation"": ""Escalate to Identity & Access Management if the issue persists after checking basic services.""}",True,True,False,True,True,Account / Authentication,High,Escalate to Identity & Access Management if the issue persists after checking basic services.
"I can't remember which shared folder has last quarter's Human Resources reports, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User needs assistance locating a specific shared folder containing last quarter's Human Resources reports."", ""troubleshooting"": [""Search for the HR reports in common shared folders"", ""Consult with colleagues who may know the location"", ""Check the company's document management system if applicable""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,File / Permissions,Low,No escalation needed
"The whole Customer Support team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""The entire customer support team is unable to access the project shared drive."", ""troubleshooting"": [""Check the shared drive permissions for the support team"", ""Verify the network connection to the shared drive"", ""Review recent changes or updates to the shared drive"", ""Check for any recent security group modifications""], ""escalation"": ""Escalate to Security / Incident Response if access issues persist after reviewing local permissions.""}",True,True,True,True,False,File / Permissions,High,Escalate to Security / Incident Response if access issues persist after reviewing local permissions.
MFA app isn't generating a code that matches what the ServiceNow login page expects for Procurement systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if re-registration does not resolve the mismatch.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""The MFA app is not generating a valid code for the ServiceNow login page used by the Procurement systems."", ""troubleshooting"": [""Clear cache and cookies on the browser""], [""Restart the MFA app""], [""Check for any pending push notifications""], [""Verify time synchronization between device and server""], [""Contact Identity & Access Management for further assistance if issues persist.""]}, ""escalation"": ""Escalate to Identity & Access Management if the issue continues after basic troubleshooting.""}",False,False,False,False,False,,,
OneDrive icon shows a sync pending cloud icon on one Asana file used by Human Resources that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""The OneDrive icon for an Asana file used by Human Resources shows a sync pending cloud icon and does not complete the synchronization process."", ""troubleshooting"": [""Clear the cache for the OneDrive client"", ""Restart the OneDrive service"", ""Check network connectivity and bandwidth"", ""Verify file size and content for any issues"", ""Check for any OneDrive policy restrictions""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the issue persists after clearing cache and restarting services.""}",True,True,True,True,False,Microsoft 365,Low,Escalate to Microsoft 365 / Cloud Services if the issue persists after clearing cache and restarting services.
Nobody on my remote team can connect to VPN this morning.,VPN,High,Escalate to Network Operations; multiple users affected.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""Remote team members are unable to connect to the company's VPN this morning."", ""troubleshooting"": [""Check the status of the primary and backup VPN servers"", ""Verify the network connection and firewall settings on all remote devices"", ""Review recent changes to the network infrastructure or security policies"", ""Restart the local network adapter on a test device""], ""escalation"": ""Escalate to Network Operations if the issue persists after checking local and server-side configurations.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations if the issue persists after checking local and server-side configurations.
"My printouts from the floor 9 printer used by Legal have a faint line down the page, not a big deal.",Printer,Low,No escalation needed unless the line becomes more prominent.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""Printouts from the Legal department printer on floor 9 have a faint horizontal line."", ""troubleshooting"": [""Check for paper jams or debris in the printer"", ""Clean the print head"", ""Run a printer self-diagnostic test"", ""Update the printer firmware""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Printer,Low,No escalation needed
"12 new hires on the Engineering team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Twelve new hires on the Engineering team are unable to log in to the system as their accounts appear inactive."", ""troubleshooting"": [""Verify account activation status in Active Directory"", ""Check email inbox for any pending approval notifications"", ""Review recent changes in group policies or security settings"", ""Confirm that the correct login credentials are being used""], ""escalation"": ""Escalate to Identity & Access Management for further investigation if accounts remain inactive after verification.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management for further investigation if accounts remain inactive after verification.
I got a new phone and lost access to my MFA authenticator app for Human Resources systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User has lost access to their MFA authenticator app for HR systems after getting a new phone."", ""troubleshooting"": [""Reinstall the MFA app on the new phone"", ""Contact HR IT support to reset MFA settings"", ""Use alternative MFA methods provided by HR if available"", ""Check if a backup code was provided during setup""], ""escalation"": ""Escalate to Identity & Access Management if unable to regain access.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management if unable to regain access.
"I can't remember which shared folder has last quarter's Operations reports on floor 11, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User needs assistance locating a specific shared folder containing last quarter's Operations reports on floor 11."", ""troubleshooting"": [""Review recent network usage logs for shared folder activity"", ""Consult with floor 11 staff for any recent changes to shared folders"", ""Search shared folder names and descriptions for 'Operations' and 'last quarter'"", ""Check with the IT administrator for additional guidance""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,File / Permissions,Low,No escalation needed
VPN connects but I cannot access the Zoom shared drive.,VPN,Medium,Escalate to Network Operations if internal resources remain unreachable.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User can establish a VPN session but cannot access the shared drive on the Zoom server."", ""troubleshooting"": [""Verify the assigned IP address for the Zoom server"", ""Test internal DNS resolution for the Zoom server"", ""Check firewall rules on the Zoom server"", ""Review user permissions on the Zoom shared drive""], ""escalation"": ""Escalate to Network Operations if the issue persists after checking internal resources.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if the issue persists after checking internal resources.
"The font in Workday looks a little small for the Operations team, can it be adjusted?",Software,Low,No escalation needed.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""Users on the Operations team report that the font size in Workday appears small and would like it adjusted."", ""troubleshooting"": [""Check if the font size can be adjusted within Workday settings"", ""Verify if the issue persists across different browsers"", ""Contact Microsoft 365 support for assistance"", ""Check if there are any organizational policies affecting font size""], ""escalation"": ""No escalation needed""}",True,True,False,True,True,Microsoft 365,Low,No escalation needed
All of floor 7 in Legal lost internet access about 10 minutes ago.,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.,"{
  ""category"": ""Network / Wi-Fi"",
  ""priority"": ""High"",
  ""summary"": ""Legal department on floor 7 lost internet access approximately 10 minutes ago."",
  ""troubleshooting"": [
    ""Check the status of the floor 7 switchgear"",
    ""Verify the router or modem for any signs of failure"",
    ""Ping key servers from affected devices to check connectivity"",
    ""Review recent network logs for any anomalies around the time of loss"",
    ""Broadcast a network outage announcement to the Legal team""
  ],
  ""escalation"": ""Escalate to Network Operations if no immediate resolution is found.""
}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations if no immediate resolution is found.
The only printer on floor 5 capable of color printing is completely down and the Engineering team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The sole color printer on floor 5 is not functioning, causing a delay for the Engineering team's critical client deliverable."", ""troubleshooting"": [""Check the printer for obvious issues (e.g., paper jams)"", ""Verify power and network connection"", ""Print a test page to check basic functionality"", ""Check the print queue for any stuck jobs"", ""Restart the printer and its associated services""], ""escalation"": ""Escalate to Desktop Support / Hardware if the printer remains unresponsive.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware if the printer remains unresponsive.
"I forgot my password for the internal Confluence wiki, can someone reset it?",Account / Authentication,Low,No escalation needed; standard password reset.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User needs assistance resetting their password for the internal Confluence wiki."", ""troubleshooting"": [""Reset the password through the self-service portal if available"", ""Use the password reset feature in Active Directory"", ""Contact the Helpdesk to manually reset the password""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed
"VPN gateway appears to be completely down, this is blocking all remote access company-wide, including the Sales team in the East building.",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{
  ""category"": ""VPN"",
  ""priority"": ""Critical"",
  ""summary"": ""The entire company's remote access is blocked due to a potential failure of the VPN gateway."",
  ""troubleshooting"": [
    ""Ping the IP address of the VPN gateway to check network reachability."",
    ""Check firewall rules and ensure they are not blocking traffic to the gateway."",
    ""Review logs on the gateway for any errors or warnings that might indicate the cause of the failure."",
    ""Verify the power and network connections of the hardware hosting the gateway."",
    ""Restart the gateway service to see if it resolves the issue.""
  ],
  ""escalation"": ""Escalate to Network Operations for further investigation and repair.""
}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations for further investigation and repair.
"I think someone else is logged into my account right now, I can see login activity from a location I've never been to. I'm on the IT team in the Annex building.",Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""The user suspects unauthorized access to their account as they see login activity from an unfamiliar location."", ""troubleshooting"": [""Change the password immediately"", ""Review recent login history for suspicious activity"", ""Check for any recently installed software or apps"", ""Run a malware scan on the device""], ""escalation"": ""Escalate to Security / Incident Response for further investigation and remediation.""}",True,True,False,False,True,Security,High,Escalate to Security / Incident Response for further investigation and remediation.
"I clicked a link in an email before realizing it looked suspicious, nothing seemed to happen.",Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User clicked on a potentially suspicious email link but did not observe any immediate effects."", ""troubleshooting"": [""Run a full system scan using antivirus software"", ""Check for any unusual activity in recent logs"", ""Verify the integrity of critical files"", ""Change passwords for all accounts accessed recently""], ""escalation"": ""Escalate to Security / Incident Response if any suspicious activity is detected.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response if any suspicious activity is detected.
Print jobs from the Customer Support team are stuck in the queue and nothing is printing.,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.,"{
  ""category"": ""Printer"",
  ""priority"": ""High"",
  ""summary"": ""Print jobs from the Customer Support team are queuing up and not printing."",
  ""troubleshooting"": [
    ""Check the printer status and ensure it is online and powered on."",
    ""Clear the print queue on the printer."",
    ""Verify the printer settings and ensure they match the network configuration."",
    ""Check the computer's print spooler service and restart it if necessary."",
    ""Test printing from another computer to isolate the issue.""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after local checks.""
}",True,True,True,False,True,Printer,High,Escalate to Desktop Support / Hardware if the issue persists after local checks.
I keep getting disconnected from Wi-Fi whenever I walk from floor 2 to the Annex conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""User experiences frequent Wi-Fi disconnections when moving between floors."", ""troubleshooting"": [""Check for signal strength on floor 2 and in the Annex"", ""Verify Wi-Fi channel usage to avoid interference"", ""Inspect physical connections at both locations"", ""Update Wi-Fi adapter drivers""], ""escalation"": ""Escalate to Network Operations if signal strength and configuration checks do not resolve the issue.""}",True,True,True,False,True,Network / Wi-Fi,High,Escalate to Network Operations if signal strength and configuration checks do not resolve the issue.
"Concur shows an update available banner every time I open it in Human Resources, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""Concur displays an update available banner upon opening, though it does not impact functionality."", ""troubleshooting"": [""Check if the latest version of Concur is installed"", ""Verify internet connection for automatic updates"", ""Clear browser cache and cookies"", ""Restart the Concur application""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Software,Low,No escalation needed
I can't get my Tableau email set up on my new work iPhone.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""User unable to configure their Tableau email account on a new work iPhone."", ""troubleshooting"": [""Check if the correct email credentials are entered"", ""Ensure the correct IMAP/POP settings are used"", ""Verify the server details (IMAP/POP) for Tableau"", ""Reset the iPhone email settings and try again""], ""escalation"": ""No escalation needed""}",True,True,True,False,False,Mobile Device,Low,No escalation needed
My Outlook signature isn't showing my new job title after the Legal transfer on floor 1.,Microsoft 365,Low,No escalation needed.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""Outlook signature does not reflect the updated job title following a legal transfer."", ""troubleshooting"": [""Clear Outlook cache by restarting the application"", ""Sign out and sign back into Office 365"", ""Check if the new job title is reflected in the Active Directory"", ""Verify if the correct distribution list is assigned""], ""escalation"": ""No escalation needed if the issue persists after these steps.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed if the issue persists after these steps.
"I noticed my HP EliteBook laptop showed an unfamiliar browser extension in the Marketing office, not sure if I installed it.",Security,Low,No escalation needed unless the scan finds malicious activity.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""Unfamiliar browser extension appears on an employee's HP EliteBook laptop in the Marketing office."", ""troubleshooting"": [""Check recent browsing history for installation date"", ""Review installed extensions list"", ""Verify user account settings"", ""Run antivirus scan""], ""escalation"": ""Escalate to Security / Incident Response if the extension is malicious.""}",True,True,True,False,False,Security,Medium,Escalate to Security / Incident Response if the extension is malicious.
