input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"wifi's been kinda spotty on my end today, drops for like a sec every so often. not a big deal just flagging it",Network / Wi-Fi,Low,No escalation needed unless the drops become more frequent or disruptive.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""User reports intermittent connectivity issues with the Wi-Fi network, experiencing brief disconnections periodically."", ""troubleshooting"": [""Restart the Wi-Fi adapter on the device"", ""Check for nearby interference sources"", ""Update the Wi-Fi driver"", ""Run a network cable test to the device""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed
"Hi, this is the VP of Finance. I can't open last quarter's budget file, it just says the file is corrupted. I'll need it eventually but I'm not touching that project again until next month, so no rush on my end.",File / Permissions,Low,No escalation needed given the user's stated timeline; revisit closer to when the file is required.,"{
  ""category"": ""File / Permissions"",
  ""priority"": ""Low"",
  ""summary"": ""VP of Finance reports that they cannot open last quarter's budget file as it is reported to be corrupted."",
  ""troubleshooting"": [
    ""Verify the integrity of the file using antivirus software"",
    ""Check the file permissions to ensure the user has read access"",
    ""Try opening the file in a different application to rule out software compatibility issues"",
    ""Contact the original creator or administrator to confirm the file's integrity""
  ],
  ""escalation"": ""No escalation needed""
}",True,True,True,True,True,File / Permissions,Low,No escalation needed
"keyboard AND trackpad both being weird today, keyboard skips letters sometimes and trackpad randomly right-clicks on its own, could be one issue or two not sure",Hardware,Medium,Escalate to Desktop Support / Hardware if the issue persists after driver updates.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""The keyboard occasionally skips letters and the trackpad randomly right-clicks."", ""troubleshooting"": [""Restart the computer"", ""Check for any recently installed software that might be causing conflicts"", ""Inspect the keyboard and trackpad for physical damage"", ""Update the keyboard and trackpad drivers""], ""escalation"": ""Escalate to Desktop Support / Hardware if issues persist after driver updates.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if issues persist after driver updates.
"a handful of us on the marketing team noticed our shared drive is running really slow today, takes forever to open even small files, nothing crazy just annoying",Network / Wi-Fi,Medium,Escalate to Network Operations if performance does not improve after server health checks.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""Marketing team reports slow performance accessing shared drive, even for small files."", ""troubleshooting"": [""Check network latency and bandwidth usage"", ""Verify disk space and storage performance"", ""Run antivirus scans for any infections"", ""Review recent changes to the shared drive permissions""], ""escalation"": ""Escalate to Network Operations if performance issues persist after checking local resources.""}",True,True,False,True,True,File / Permissions,Medium,Escalate to Network Operations if performance issues persist after checking local resources.
"work phone keeps disconnecting from bluetooth headset mid call, has to be like 5 times today already",Mobile Device,Medium,Escalate to Desktop Support / Hardware if disconnections continue after re-pairing and updates.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""Bluetooth headset frequently disconnects during calls on the work phone."", ""troubleshooting"": [""Restart both the phone and the Bluetooth headset"", ""Update the Bluetooth firmware on the headset"", ""Check for software updates on the phone"", ""Test with a different Bluetooth headset""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Desktop Support / Hardware if the issue persists.
"nobody in customer support can see the shared inbox since this morning, tickets are just piling up and customers are waiting",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects customer-facing operations.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Customer support staff are unable to access the shared inbox since this morning, causing a backlog of support requests."", ""troubleshooting"": [""Check if the shared mailbox is still active and accessible"", ""Verify the credentials used by support staff"", ""Review recent changes or updates to the email system"", ""Check for any known issues or outages reported by the email provider""], ""escalation"": ""Escalate to Identity & Access Management if the issue persists after checking basic access and credentials.""}",True,True,False,True,False,Account / Authentication,High,Escalate to Identity & Access Management if the issue persists after checking basic access and credentials.
"one of my monitor's stand is wobbly, monitor itself is fine just the stand, not urgent",Hardware,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""The stand of one monitor is wobbly while the monitor itself functions properly."", ""troubleshooting"": [""Stabilize the stand by tightening any loose screws""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Hardware,Low,No escalation needed
"major update pushed to every laptop in the company this morning and now like half of us cant even log into windows, black screen after the lock screen",Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""High"", ""summary"": ""Users are experiencing issues logging into Windows after a recent software update, resulting in a black screen following the lock screen."", ""troubleshooting"": [""Roll back the latest software update on affected devices"", ""Check for any pending updates that may be causing conflicts"", ""Run Windows Update Troubleshooter"", ""Perform a system restore to a point before the update was installed""], ""escalation"": ""Escalate to Desktop Support / Hardware if rolling back the update does not resolve the issue.""}",True,True,True,False,True,Software,High,Escalate to Desktop Support / Hardware if rolling back the update does not resolve the issue.
"getting a popup every time i open chrome asking to set it as default browser, i already said no like 20 times, harmless just annoying",Software,Low,No escalation needed.,"{
  ""category"": ""Software"",
  ""priority"": ""Low"",
  ""summary"": ""User receives repeated prompts to set Chrome as the default browser despite declining."",
  ""troubleshooting"": [
    ""Check if the setting is being reset by a group policy or script"",
    ""Review recent software installations that may have altered browser settings"",
    ""Clear browser settings and cache"",
    ""Disable any extensions that might be causing the prompt""
  ],
  ""escalation"": ""No escalation needed""
}",True,True,True,True,True,Software,Low,No escalation needed
"not urgent at all but the loading spinner in our CRM is like weirdly huge now after the last update, kind of funny actually",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""The loading spinner in the CRM application has become abnormally large after the latest update."", ""troubleshooting"": [""Check the CSS or JavaScript files for recent changes"", ""Clear browser cache and cookies"", ""Disable any recently installed extensions or add-ons"", ""Review the update logs for any related issues""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Software,Low,No escalation needed
"Hi, VP of Marketing here. My VPN icon shows a small yellow triangle warning, but everything's connecting fine and I can access what I need. Just want it looked at when someone has a spare minute, not urgent at all.",VPN,Low,No escalation needed; user confirmed no impact.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""VP of Marketing reports a small yellow triangle warning on their VPN icon, though they can still connect and access necessary resources."", ""troubleshooting"": [""Check for any pending updates or notifications from the client software"", ""Verify the status of the connection through the network settings"", ""Review recent changes or policies that might affect the connection"", ""Contact the IT support team for further assistance if the issue persists""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,VPN,Low,No escalation needed
"just noticed the HR shared drive with everyone's salary info is showing up for me and i definitely shouldnt be able to see that, closed it immediately",File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""User accessed a sensitive HR shared drive containing salary information without proper authorization."", ""troubleshooting"": [""Review recent account activity logs for unauthorized access"", ""Check group membership and permissions on the shared drive"", ""Verify MFA settings for the user’s account"", ""Notify HR and security teams about potential data breach""], ""escalation"": ""Escalate to Security / Incident Response for further investigation and remediation.""}",True,True,False,False,True,Security,High,Escalate to Security / Incident Response for further investigation and remediation.
ok this is weird -- i can load some websites fine but others just spin forever. vpn is off. tried both chrome and edge same result. anyone else having this?,Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists after DNS troubleshooting.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User reports that while some websites load normally, others just spin indefinitely, despite the VPN being disabled and testing both Chrome and Edge."", ""troubleshooting"": [""Clear browser cache and cookies"", ""Check for website-specific issues by testing with different sites"", ""Verify DNS settings and try a different DNS server"", ""Run a network speed test to check for bandwidth limitations""], ""escalation"": ""Escalate to Network Operations if the issue persists across multiple browsers and websites.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists across multiple browsers and websites.
"the new expense report tool has really tiny text, kind of hard to read, any way to make it bigger?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""Users are having difficulty reading the text in the new expense report tool due to its small size."", ""troubleshooting"": [""Check if there is a zoom feature within the application"", ""Look for a text size adjustment option in settings"", ""Verify if browser zoom settings need to be adjusted"", ""Contact software support for further assistance""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Software,Low,No escalation needed
"docking station stopped charging my laptop, still connects the monitor and keyboard fine just no power delivery anymore",Hardware,Medium,Escalate to Desktop Support / Hardware for dock replacement if the fault is confirmed on the dock itself.,"{
  ""category"": ""Hardware"",
  ""priority"": ""Medium"",
  ""summary"": ""Docking station no longer charges the laptop while still providing monitor and keyboard connections."",
  ""troubleshooting"": [
    ""Check if the power adapter and cable are properly connected."",
    ""Verify the power outlet and circuit breaker to ensure they are functioning correctly."",
    ""Inspect the docking station for any visible damage or loose connections."",
    ""Update the BIOS and firmware of the docking station if possible."",
    ""Try using a different power adapter to rule out issues with the current one.""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after checking basic connections and power sources.""
}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if the issue persists after checking basic connections and power sources.
"deleted a folder i thought was old but turns out someone else was still using it, tried checking the recycle bin on the shared drive but its not there",File / Permissions,Medium,Escalate to Network Operations for a backup restore of the deleted folder.,"{
  ""category"": ""File / Permissions"",
  ""priority"": ""Medium"",
  ""summary"": ""User accidentally deleted a folder used by another employee, and the folder is not found in the recycle bin."",
  ""troubleshooting"": [
    ""Check the version history or shadow copies (if enabled) for the deleted folder"",
    ""Verify if the folder was moved to a different location"",
    ""Contact the user who was using the folder to confirm if they have a backup"",
    ""Review the organization’s data retention policies""
  ],
  ""escalation"": ""Escalate to Security / Incident Response if the folder contained sensitive information.""
}",True,True,True,True,False,File / Permissions,Medium,Escalate to Security / Incident Response if the folder contained sensitive information.
"coworker shared a folder with me but i just get 'you need access' when i click the link, they said they definitely shared it with my email",File / Permissions,Medium,Escalate to Identity & Access Management if permission settings appear correct but access still fails.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""The user receives an 'access denied' message when attempting to open a shared folder via a link, despite being assured that the correct email was used for sharing."", ""troubleshooting"": [""Verify the email address used for sharing matches the user's email"", ""Check if the user has accepted the shared folder invitation"", ""Ensure the user is signed into the correct account on their device"", ""Review any recent account or permission changes""], ""escalation"": ""Escalate to Identity & Access Management if the issue persists after checking local settings.""}",True,True,False,True,True,Account / Authentication,Medium,Escalate to Identity & Access Management if the issue persists after checking local settings.
"cant remember where the Q3 planning doc is, probably my fault for not saving it somewhere sensible, no rush",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unable to locate the Q3 planning document and suspects poor file management practices."", ""troubleshooting"": [""Search recent folders and documents for the Q3 planning doc"", ""Review recent activity logs for the last known location"", ""Check common save locations such as network drives or shared folders"", ""Verify if the document was saved in OneDrive or SharePoint""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,File / Permissions,Low,No escalation needed
"accidentally created like 3 duplicate versions of the same file in the shared folder, not sure which one is the 'real' one anymore, kind of a mess i made myself",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User has created multiple versions of the same file in a shared folder and needs assistance determining the correct version."", ""troubleshooting"": [""Review recent file modifications to identify the most recent version"", ""Consult with colleagues to determine the latest agreed-upon version"", ""Check for any version control software used in the project""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,File / Permissions,Low,No escalation needed
"keep getting bumped off the network mid meeting, like every 20 min or so, its only me though, coworkers next to me are fine",Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists after the driver update and DHCP check.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""The user is repeatedly being disconnected from the network during meetings, while nearby colleagues remain connected."", ""troubleshooting"": [""Check for recent network changes affecting the user’s device"", ""Verify the user’s device drivers and firmware are up to date"", ""Run a network cable test on the user’s connection point"", ""Inspect the user’s network settings for any misconfigurations""], ""escalation"": ""Escalate to Network Operations if the issue persists after checking local network conditions.""}",True,True,True,False,True,Network / Wi-Fi,High,Escalate to Network Operations if the issue persists after checking local network conditions.
"got a weird text asking me to click a link to verify my work account, looked kinda sus so i didnt click it, just wanted to flag it",Security,Low,No escalation needed unless the message is confirmed part of a broader campaign.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User received a suspicious email requesting verification of their work account via a link."", ""troubleshooting"": [""Inform the user not to click the link"", ""Educate the user on phishing awareness"", ""Check if the email domain matches the company’s domain"", ""Report the email to the IT department""], ""escalation"": ""Escalate to Identity & Access Management for further investigation if the email is confirmed as phishing.""}",True,True,False,True,False,Account / Authentication,Low,Escalate to Identity & Access Management for further investigation if the email is confirmed as phishing.
"quick q - vpn seems slower than usual today, not blocking me from working just noticeably laggy",VPN,Low,No escalation needed unless slowness worsens.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User reports that the VPN connection appears slower than usual but does not block their ability to work."", ""troubleshooting"": [""Check current network latency and throughput"", ""Verify recent changes or updates to the network infrastructure"", ""Run a traceroute to identify any potential bottlenecks"", ""Compare performance with other users on the same network""], ""escalation"": ""No escalation needed if performance returns to normal after checking recent changes.""}",True,True,True,True,True,VPN,Low,No escalation needed if performance returns to normal after checking recent changes.
"VPN gateway is completely down company-wide, nobody remote can connect, this includes the exec team who are on the road for client meetings this week",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{
  ""category"": ""VPN"",
  ""priority"": ""Critical"",
  ""summary"": ""Company-wide VPN gateway failure preventing all remote connections, including executives."",
  ""troubleshooting"": [
    ""Check firewall and router logs for any recent changes or anomalies"",
    ""Ping the gateway from a local machine to test network reachability"",
    ""Restart the VPN gateway service"",
    ""Verify ISP connectivity by pinging external sites"",
    ""Check for known issues or outages on the ISP’s website""
  ],
  ""escalation"": ""Escalate to Network Operations for immediate hardware and software assessment.""
}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations for immediate hardware and software assessment.
"locked out after too many tries, i swear i typed it right, need back in asap i have payroll due today",Account / Authentication,High,"No escalation needed once unlocked, unless the underlying cause is unclear.","{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User is locked out of their account and needs immediate access for payroll processing."", ""troubleshooting"": [""Reset the password using the self-service option"", ""Check for any recent security policies that may have locked the account"", ""Verify the correct username and ensure multi-factor authentication (MFA) is not required""], ""escalation"": ""Escalate to Identity & Access Management for further investigation if self-service options fail.""}",True,True,True,True,False,Account / Authentication,High,Escalate to Identity & Access Management for further investigation if self-service options fail.
"sharepoint, teams, and outlook are ALL down company wide right now, nobody can work, this has been going on for 20 min already",Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""Critical"", ""summary"": ""Company-wide downtime affecting SharePoint, Teams, and Outlook has persisted for 20 minutes."", ""troubleshooting"": [""Check Microsoft 365 status page for known issues"", ""Ping internal network to rule out local connectivity problems"", ""Verify DNS resolution for Microsoft services"", ""Restart affected users' Outlook clients""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services for further investigation and remediation.""}",True,True,True,True,True,Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services for further investigation and remediation.
"laptop fan sounds like a jet engine now, wasnt like this last week, kinda worried its gonna overheat",Hardware,Medium,Escalate to Desktop Support / Hardware if overheating continues after cleaning and closing background apps.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Laptop fan noise has significantly increased, causing concern about potential overheating issues."", ""troubleshooting"": [""Check for dust buildup in the fan and vents"", ""Run a thermal stress test on the CPU/GPU"", ""Inspect for any physical damage to the cooling system"", ""Update BIOS and drivers for the laptop""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after cleaning and updating.""}",True,True,True,False,True,Hardware,High,Escalate to Desktop Support / Hardware if the issue persists after cleaning and updating.
"laptop literally started smoking a little at my desk just now, i unplugged it and moved away, is that normal lol (im scared)",Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential fire/safety hazard.,"{""category"": ""Hardware"", ""priority"": ""Critical"", ""summary"": ""A laptop started smoking at the user’s desk, they have unplugged it and moved away."", ""troubleshooting"": [""Unplug the laptop and do not use it until it has cooled down completely"", ""Inspect the laptop for any obvious damage or issues"", ""Contact a professional technician for a thorough inspection and repair"", ""Consider replacing the battery if it is old or damaged""], ""escalation"": ""Escalate to Desktop Support / Hardware for further assessment and repair.""}",True,True,True,True,True,Hardware,Critical,Escalate to Desktop Support / Hardware for further assessment and repair.
"small thing - the guest wifi password on the sign in the lobby doesnt work anymore, visitors keep asking front desk",Network / Wi-Fi,Low,No escalation needed.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""The guest Wi-Fi password displayed in the lobby is no longer working, causing visitor connectivity issues."", ""troubleshooting"": [""Verify the current guest Wi-Fi password""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed
"vpn connects but then randomly kicks me off AND when im on i cant print to the office printer either, might be related might not",VPN,Medium,Escalate to Network Operations if VPN instability is confirmed as the root cause of both symptoms.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""User experiences random disconnections from the VPN and inability to print to the office printer while connected."", ""troubleshooting"": [""Verify the stability of the internet connection at the user’s location"", ""Check for any recent changes or updates to the network infrastructure"", ""Test printing functionality using a different printer or network segment"", ""Review logs for any errors or warnings related to the user’s session or print requests"", ""Ensure the user has the correct printer drivers installed and configured""], ""escalation"": ""Escalate to Desktop Support / Hardware if issues persist after checking local network conditions.""}",True,True,True,False,False,VPN,High,Escalate to Desktop Support / Hardware if issues persist after checking local network conditions.
