input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
All of floor 2 in Sales lost internet access about 10 minutes ago.,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""Multiple users on floor 2 report a complete loss of internet connectivity."", ""troubleshooting"": [""Confirm scope of outage with other floor occupants"", ""Check switch and access point status for the floor"", ""Power cycle the floor's network switch if accessible""], ""escalation"": ""Escalate to Network Operations immediately; multiple users affected.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.
The printer on floor 8 in Operations is a bit slow to start printing but it does work.,Printer,Low,No escalation needed.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""A shared printer exhibits a slight delay before starting print jobs."", ""troubleshooting"": [""Check printer's power-save/sleep settings"", ""Send a test print to confirm consistent delay"", ""Update printer driver if delay is excessive""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Printer,Low,No escalation needed.
10 people on the Operations team can't receive their MFA push notifications on their Android phones since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Multiple team members are not receiving MFA push notifications on mobile devices."", ""troubleshooting"": [""Check MFA provider service status"", ""Verify affected phones have a working internet/data connection"", ""Try an alternate MFA method as a workaround""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple users' ability to log in.""}",True,True,True,True,True,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.
"Zoom shows an update available banner every time I open it in Human Resources, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User sees a persistent but non-disruptive update notification in Zoom."", ""troubleshooting"": [""Manually trigger the application update from settings"", ""Restart the application to apply the update"", ""Confirm current version after restart""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
"SharePoint is throwing ERR_CONNECTION_TIMED_OUT errors for the whole Operations team, we can't access any of our project files.",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire team is unable to access project files due to SharePoint errors."", ""troubleshooting"": [""Check Microsoft 365 service health dashboard for SharePoint incidents"", ""Verify the site collection is not over storage quota"", ""Test access from a different account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services due to team-wide impact.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.
An unrecognized USB drive was found plugged into a shared workstation on floor 3.,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""An unidentified USB drive was discovered connected to a shared workstation."", ""troubleshooting"": [""Do not open any files on the USB drive"", ""Physically remove the drive without connecting it to another machine"", ""Isolate the shared workstation from the network pending review""], ""escalation"": ""Escalate to Security / Incident Response for forensic review of the device and workstation.""}",True,True,True,True,True,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.
VPN keeps timing out after about 15 minutes of being connected from the Legal office.,VPN,Medium,Escalate to Network Operations if timeout persists across multiple gateways.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN session disconnects automatically after a short idle period."", ""troubleshooting"": [""Check VPN client idle timeout settings"", ""Verify network stability during the session"", ""Update VPN client software"", ""Try connecting to a different VPN gateway""], ""escalation"": ""Escalate to Network Operations if timeout persists across multiple gateways.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if timeout persists across multiple gateways.
5 people on floor 12 say the network printer isn't showing up at all now.,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""Multiple users on a floor report the shared network printer has become undiscoverable."", ""troubleshooting"": [""Verify printer's network connection and IP address"", ""Check print server for the printer's status"", ""Confirm no recent network changes affected the printer's VLAN""], ""escalation"": ""Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.""}",True,True,True,True,True,Printer,High,Escalate to Network Operations if the printer's network segment is unreachable; affects multiple users.
"The font in Asana looks a little small for the Marketing team, can it be adjusted?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User finds the default font size in Asana too small."", ""troubleshooting"": [""Check application display/zoom settings"", ""Adjust OS-level display scaling"", ""Confirm if the app has an accessibility font size option""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
I need a license for Jira for the Human Resources team but I'm getting a 'no seats available' error.,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""User is unable to activate Jira due to no available license seats."", ""troubleshooting"": [""Check current license seat allocation and usage"", ""Confirm user's request was submitted through the correct process"", ""Identify inactive seats that can be reassigned""], ""escalation"": ""Escalate to Desktop Support / Hardware to procure or reassign a license seat.""}",True,True,True,True,True,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.
I think I entered my password on a fake Concur login page that looked like our normal one; I'm on the Operations team.,Security,High,Escalate to Security / Incident Response immediately due to suspected credential phishing.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""User suspects they entered credentials on a phishing page mimicking a company login."", ""troubleshooting"": [""Immediately reset the affected account's password"", ""Force sign-out of all active sessions"", ""Check recent sign-in activity for unauthorized access""], ""escalation"": ""Escalate to Security / Incident Response immediately due to suspected credential phishing.""}",True,True,True,True,True,Security,High,Escalate to Security / Incident Response immediately due to suspected credential phishing.
A software update pushed to the whole company this morning is preventing everyone from logging into QuickBooks.,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Software"", ""priority"": ""Critical"", ""summary"": ""A company-wide software update has broken login access to QuickBooks for all employees."", ""troubleshooting"": [""Identify the update package deployed this morning"", ""Check for a vendor-published emergency hotfix"", ""Prepare to roll back the update company-wide if no hotfix exists""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,True,True,True,Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
Teams keeps freezing when I try to share my screen during Procurement meetings on floor 14.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""User's Teams client becomes unresponsive when attempting to share their screen."", ""troubleshooting"": [""Update Teams to the latest version"", ""Clear Teams cache and restart the app"", ""Test screen share in a different meeting"", ""Check for GPU/driver related Teams issues""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.
OneDrive icon shows a sync pending cloud icon on one Asana file that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
"My second monitor on floor 14 in Procurement won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's secondary monitor fails to power on while the primary monitor functions normally."", ""troubleshooting"": [""Check power cable and outlet for the second monitor"", ""Test with a different video cable"", ""Try the monitor on a different port/computer""], ""escalation"": ""Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.
My account keeps asking me to change my password even though I changed it last week in Legal on floor 2.,Account / Authentication,Low,No escalation needed unless prompt continues after cache clear.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User is repeatedly prompted to change a password that was recently updated."", ""troubleshooting"": [""Check password expiration policy and last change date"", ""Verify password sync across all systems"", ""Clear cached credentials on the device""], ""escalation"": ""No escalation needed unless prompt continues after cache clear.""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed unless prompt continues after cache clear.
"My Lenovo Yoga laptop battery drains from full to dead in under two hours now, and I'm on the Customer Support team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop battery life has degraded significantly, lasting under two hours."", ""troubleshooting"": [""Check battery health status in system settings"", ""Test with a different charger/power adapter"", ""Review recent high-CPU applications draining battery""], ""escalation"": ""Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.
"Chrome shows an update available banner every time I open it, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User sees a persistent but non-disruptive update notification in Chrome."", ""troubleshooting"": [""Manually trigger the application update from settings"", ""Restart the application to apply the update"", ""Confirm current version after restart""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
"Ethernet port at my desk on floor 12 in IT shows no connection, laptop says unplugged.",Network / Wi-Fi,Medium,Escalate to Network Operations if the switch port needs to be re-enabled.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User's wired network port on floor 12 shows no link light or connectivity."", ""troubleshooting"": [""Test with a known-good ethernet cable"", ""Try a different network jack"", ""Check the laptop's ethernet adapter in device manager"", ""Confirm the switch port is enabled""], ""escalation"": ""Escalate to Network Operations if the switch port needs to be re-enabled.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if the switch port needs to be re-enabled.
"My work iPad was lost, possibly stolen, and it has access to my Operations email.",Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""User reports their work phone as lost or stolen with active access to work email."", ""troubleshooting"": [""Immediately issue a remote wipe command via MDM"", ""Revoke the device's access tokens"", ""Reset the associated account password as a precaution""], ""escalation"": ""Escalate to Security / Incident Response immediately due to a lost device with email access.""}",True,True,True,True,True,Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with email access.
OneDrive icon shows a sync pending cloud icon on one ServiceNow file used by IT that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
12 employees in Finance are reporting that their files have been renamed with a strange extension and there's a message demanding payment.,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.,"{""category"": ""Security"", ""priority"": ""Critical"", ""summary"": ""Multiple employees report file encryption with a ransom message, consistent with a ransomware incident."", ""troubleshooting"": [""Immediately isolate affected machines from the network"", ""Do not pay any ransom or interact with the message"", ""Preserve evidence for incident investigation""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected ransomware incident.""}",True,True,True,True,True,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.
One of the keys on my HP EliteBook laptop keyboard feels sticky in the Human Resources office.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User reports a single sticky key on their keyboard."", ""troubleshooting"": [""Clean under the affected key"", ""Test key response after cleaning""], ""escalation"": ""No escalation needed unless cleaning fails to resolve it.""}",True,True,True,True,True,Hardware,Low,No escalation needed unless cleaning fails to resolve it.
I can't get my ServiceNow email set up on my new work iPhone.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User is unable to configure work email on a newly issued mobile device."", ""troubleshooting"": [""Verify device is enrolled in MDM"", ""Confirm email profile/config is pushed to the device"", ""Re-enter email credentials manually"", ""Check for an MFA prompt blocking setup""], ""escalation"": ""Escalate to Identity & Access Management if MDM enrollment isn't completing.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.
A batch of 2 work work tablets was reported stolen from a delivery truck before they were assigned to Finance.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""Critical"", ""summary"": ""A batch of unassigned work phones was reported stolen before deployment, posing a potential access risk."", ""troubleshooting"": [""Confirm none of the stolen devices were enrolled in MDM or linked to accounts"", ""Flag the device serial numbers as stolen with the carrier"", ""Update inventory records for the affected devices""], ""escalation"": ""Escalate to Security / Incident Response immediately due to the theft of company assets.""}",True,True,True,True,True,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.
My VPN client shows a yellow warning icon on floor 14 in the Customer Support office but I'm still connected.,VPN,Low,No escalation needed unless connectivity is actually impacted.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User's VPN client displays a non-blocking warning while connection remains active."", ""troubleshooting"": [""Hover over the warning icon to read the specific message"", ""Update VPN client to latest version"", ""Restart the VPN client""], ""escalation"": ""No escalation needed unless connectivity is actually impacted.""}",True,True,True,True,True,VPN,Low,No escalation needed unless connectivity is actually impacted.
"After the latest Jira update, half the Engineering team can't save their work, it just errors out with a 408.",Software,High,Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.,"{""category"": ""Software"", ""priority"": ""High"", ""summary"": ""A recent software update is causing save failures for multiple team members."", ""troubleshooting"": [""Confirm which update version introduced the issue"", ""Check for a vendor-published known issue or hotfix"", ""Roll back the update on affected machines if a hotfix isn't available""], ""escalation"": ""Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.""}",True,True,True,True,True,Software,High,Escalate to Desktop Support / Hardware; affects multiple users' ability to save work.
A batch of 7 work work tablets was reported stolen from a delivery truck before they were assigned to Finance.,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.,"{""category"": ""Mobile Device"", ""priority"": ""Critical"", ""summary"": ""A batch of unassigned work phones was reported stolen before deployment, posing a potential access risk."", ""troubleshooting"": [""Confirm none of the stolen devices were enrolled in MDM or linked to accounts"", ""Flag the device serial numbers as stolen with the carrier"", ""Update inventory records for the affected devices""], ""escalation"": ""Escalate to Security / Incident Response immediately due to the theft of company assets.""}",True,True,True,True,True,Mobile Device,Critical,Escalate to Security / Incident Response immediately due to the theft of company assets.
I accidentally deleted an important folder from the Engineering shared drive on floor 13.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
15 people on the Procurement team can't receive their MFA push notifications on their company-issued smartphones since this morning.,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Multiple team members are not receiving MFA push notifications on mobile devices."", ""troubleshooting"": [""Check MFA provider service status"", ""Verify affected phones have a working internet/data connection"", ""Try an alternate MFA method as a workaround""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple users' ability to log in.""}",True,True,True,True,True,Mobile Device,High,Escalate to Identity & Access Management; affects multiple users' ability to log in.
"I can't remember which shared folder has last quarter's Human Resources reports, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unsure of the location of a shared folder containing past reports."", ""troubleshooting"": [""Search the shared drive using relevant keywords"", ""Check with team members for the correct folder path"", ""Confirm folder naming conventions with team lead""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed.
"The whole Customer Support team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
MFA app isn't generating a code that matches what the ServiceNow login page expects for Procurement systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if re-registration does not resolve the mismatch.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's multi-factor authentication codes are not matching the expected value."", ""troubleshooting"": [""Check device clock/time sync, since MFA codes are time-based"", ""Re-sync or re-register the MFA authenticator app"", ""Try an alternate MFA method if available""], ""escalation"": ""Escalate to Identity & Access Management if re-registration does not resolve the mismatch.""}",True,True,True,True,True,Account / Authentication,Medium,Escalate to Identity & Access Management if re-registration does not resolve the mismatch.
OneDrive icon shows a sync pending cloud icon on one Asana file used by Human Resources that never seems to finish.,Microsoft 365,Low,No escalation needed unless issue affects multiple files.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""A single OneDrive file appears perpetually stuck in a pending sync state."", ""troubleshooting"": [""Check file name for unsupported characters or length"", ""Pause and resume OneDrive sync"", ""Try re-saving the file locally then re-uploading""], ""escalation"": ""No escalation needed unless issue affects multiple files.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed unless issue affects multiple files.
Nobody on my remote team can connect to VPN this morning.,VPN,High,Escalate to Network Operations; multiple users affected.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""Multiple remote team members in a team are unable to establish VPN connections."", ""troubleshooting"": [""Check VPN concentrator/gateway status"", ""Confirm license/seat limits have not been reached"", ""Test connection from a different network""], ""escalation"": ""Escalate to Network Operations; multiple users affected.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations; multiple users affected.
"My printouts from the floor 9 printer used by Legal have a faint line down the page, not a big deal.",Printer,Low,No escalation needed unless the line becomes more prominent.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""User notices a faint vertical line defect on printed pages."", ""troubleshooting"": [""Run the printer's built-in cleaning cycle"", ""Check toner/ink cartridge for even distribution"", ""Print a test page after cleaning""], ""escalation"": ""No escalation needed unless the line becomes more prominent.""}",True,True,True,True,True,Printer,Low,No escalation needed unless the line becomes more prominent.
"12 new hires on the Engineering team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Multiple newly onboarded employees in Engineering are unable to log in due to inactive accounts."", ""troubleshooting"": [""Verify account provisioning status for each new hire"", ""Check if onboarding automation ran correctly"", ""Manually activate accounts if provisioning failed""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple new employees' first-day access.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.
I got a new phone and lost access to my MFA authenticator app for Human Resources systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User lost access to MFA due to a device change and needs authenticator re-enrollment."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Revoke old MFA device registration"", ""Issue temporary bypass code if policy allows"", ""Guide user through re-enrolling MFA on new device""], ""escalation"": ""Escalate to Identity & Access Management if temporary bypass requires elevated approval.""}",True,True,True,True,True,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.
"I can't remember which shared folder has last quarter's Operations reports on floor 11, not urgent.",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unsure of the location of a shared folder containing past reports."", ""troubleshooting"": [""Search the shared drive using relevant keywords"", ""Check with team members for the correct folder path"", ""Confirm folder naming conventions with team lead""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed.
VPN connects but I cannot access the Zoom shared drive.,VPN,Medium,Escalate to Network Operations if internal resources remain unreachable.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User can establish a VPN session but cannot access the internal file share for Zoom."", ""troubleshooting"": [""Verify the VPN-assigned IP address"", ""Test internal DNS resolution"", ""Verify file-server connectivity"", ""Check user permissions""], ""escalation"": ""Escalate to Network Operations if internal resources remain unreachable.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if internal resources remain unreachable.
"The font in Workday looks a little small for the Operations team, can it be adjusted?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User finds the default font size in Workday too small."", ""troubleshooting"": [""Check application display/zoom settings"", ""Adjust OS-level display scaling"", ""Confirm if the app has an accessibility font size option""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
All of floor 7 in Legal lost internet access about 10 minutes ago.,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""Multiple users on floor 7 report a complete loss of internet connectivity."", ""troubleshooting"": [""Confirm scope of outage with other floor occupants"", ""Check switch and access point status for the floor"", ""Power cycle the floor's network switch if accessible""], ""escalation"": ""Escalate to Network Operations immediately; multiple users affected.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations immediately; multiple users affected.
The only printer on floor 5 capable of color printing is completely down and the Engineering team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The floor's sole color printer is down, blocking a time-sensitive client deliverable."", ""troubleshooting"": [""Check printer error display for a specific fault code"", ""Attempt a power cycle of the printer"", ""Identify nearest working color printer as a temporary workaround""], ""escalation"": ""Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.
"I forgot my password for the internal Confluence wiki, can someone reset it?",Account / Authentication,Low,No escalation needed; standard password reset.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User requests a password reset for the internal Confluence account."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Send password reset link to registered email"", ""Confirm user can log in with new password""], ""escalation"": ""No escalation needed; standard password reset.""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed; standard password reset.
"VPN gateway appears to be completely down, this is blocking all remote access company-wide, including the Sales team in the East building.",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""VPN"", ""priority"": ""Critical"", ""summary"": ""Company-wide VPN gateway outage is blocking all remote access."", ""troubleshooting"": [""Confirm VPN gateway health and uptime"", ""Check for recent configuration changes or certificate expiration"", ""Verify with ISP/hosting provider for upstream issues""], ""escalation"": ""Escalate to Network Operations immediately as a business-critical outage.""}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.
"I think someone else is logged into my account right now, I can see login activity from a location I've never been to. I'm on the IT team in the Annex building.",Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{""category"": ""Account / Authentication"", ""priority"": ""Critical"", ""summary"": ""User reports evidence of unauthorized access to their account from an unrecognized location."", ""troubleshooting"": [""Immediately force sign-out of all active sessions"", ""Reset password and require MFA re-enrollment"", ""Review sign-in logs for the unauthorized session""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected account compromise.""}",True,True,True,True,True,Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.
"I clicked a link in an email before realizing it looked suspicious, nothing seemed to happen.",Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User clicked a suspicious email link but observed no immediate effect."", ""troubleshooting"": [""Disconnect the device from the network as a precaution"", ""Run a full malware scan"", ""Reset account password as a precaution"", ""Review the linked site/domain reputation""], ""escalation"": ""Escalate to Security / Incident Response for review of the linked domain and device scan results.""}",True,True,True,True,True,Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.
Print jobs from the Customer Support team are stuck in the queue and nothing is printing.,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""Print jobs are stuck in the print queue without printing."", ""troubleshooting"": [""Clear the print queue and resend the job"", ""Restart the print spooler service"", ""Confirm the printer is not in an error state""], ""escalation"": ""Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.
I keep getting disconnected from Wi-Fi whenever I walk from floor 2 to the Annex conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User loses wireless connectivity when moving between building zones."", ""troubleshooting"": [""Check access point coverage map for the affected area"", ""Verify roaming/band settings on the device"", ""Test another device in the same location""], ""escalation"": ""Escalate to Network Operations to review access point placement if issue is location-specific.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.
"Concur shows an update available banner every time I open it in Human Resources, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User sees a persistent but non-disruptive update notification in Concur."", ""troubleshooting"": [""Manually trigger the application update from settings"", ""Restart the application to apply the update"", ""Confirm current version after restart""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
I can't get my Tableau email set up on my new work iPhone.,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User is unable to configure work email on a newly issued mobile device."", ""troubleshooting"": [""Verify device is enrolled in MDM"", ""Confirm email profile/config is pushed to the device"", ""Re-enter email credentials manually"", ""Check for an MFA prompt blocking setup""], ""escalation"": ""Escalate to Identity & Access Management if MDM enrollment isn't completing.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Identity & Access Management if MDM enrollment isn't completing.
My Outlook signature isn't showing my new job title after the Legal transfer on floor 1.,Microsoft 365,Low,No escalation needed.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""User's Outlook email signature displays an outdated job title."", ""troubleshooting"": [""Update signature template in Outlook settings"", ""Verify directory profile has correct title"", ""Confirm signature is applied to new emails""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed.
