input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"keyboard AND trackpad both being weird today, keyboard skips letters sometimes and trackpad randomly right-clicks on its own, could be one issue or two not sure",Hardware,Medium,Escalate to Desktop Support / Hardware if the issue persists after driver updates.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's keyboard exhibits skip errors and trackpad triggers random right-clicks."", ""troubleshooting"": [""Test keyboard and trackpad on a different USB port"", ""Check for recent hardware drop or spill"", ""Update keyboard and trackpad driver software""], ""escalation"": ""Escalate to Desktop Support / Hardware if issues persist after driver update and reseat.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if issues persist after driver update and reseat.
"a handful of us on the marketing team noticed our shared drive is running really slow today, takes forever to open even small files, nothing crazy just annoying",Network / Wi-Fi,Medium,Escalate to Network Operations if performance does not improve after server health checks.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""Multiple team members report delayed access to the shared file server."", ""troubleshooting"": [""Check shared drive server CPU and memory usage"", ""Verify network link speed between clients and the file server"", ""Test access from a different account to isolate the cause""], ""escalation"": ""Escalate to Network Operations if slowdown affects multiple users; check for a recent change that might have impacted the file server.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if slowdown affects multiple users; check for a recent change that might have impacted the file server.
"work phone keeps disconnecting from bluetooth headset mid call, has to be like 5 times today already",Mobile Device,Medium,Escalate to Desktop Support / Hardware if disconnections continue after re-pairing and updates.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User's work mobile device repeatedly disconnects the Bluetooth headset during calls."", ""troubleshooting"": [""Update Bluetooth adapter driver"", ""Repair or replace the Bluetooth headset"", ""Check for OS update related to Bluetooth calls""], ""escalation"": ""Escalate to Desktop Support / Hardware if the headset needs replacement.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Desktop Support / Hardware if the headset needs replacement.
"nobody in customer support can see the shared inbox since this morning, tickets are just piling up and customers are waiting",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects customer-facing operations.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""A shared Microsoft 365 inbox is unavailable to all support staff."", ""troubleshooting"": [""Check Microsoft 365 service health dashboard for inbox-related incidents"", ""Verify if the inbox mail flow is enabled"", ""Test access to the inbox from a different account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services due to broad impact.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to broad impact.
"one of my monitor's stand is wobbly, monitor itself is fine just the stand, not urgent",Hardware,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User's monitor stand is wobbly but the monitor itself is functional."", ""troubleshooting"": [""Check stand for loose screws or hinges"", ""Tighten or replace stand hardware if available""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Hardware,Low,No escalation needed.
"major update pushed to every laptop in the company this morning and now like half of us cant even log into windows, black screen after the lock screen",Software,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""Critical"", ""summary"": ""A company-wide desktop update has broken login for multiple users."", ""troubleshooting"": [""Check Microsoft Update Center for the affected update"", ""Apply the update vendor's recommended rollback instructions"", ""Prepare to deploy the rollback to all affected machines""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately as a business-critical outage.""}",True,True,False,True,True,Microsoft 365,Critical,Escalate to Desktop Support / Hardware immediately as a business-critical outage.
"getting a popup every time i open chrome asking to set it as default browser, i already said no like 20 times, harmless just annoying",Software,Low,No escalation needed.,"{""category"": ""Browser"", ""priority"": ""Low"", ""summary"": ""User is repeatedly prompted to set Chrome as default browser despite rejecting the prompt."", ""troubleshooting"": [""Check browser settings for default app preferences"", ""Confirm prompt behavior after setting default"", ""Update browser to latest version""], ""escalation"": ""No escalation needed.""}",True,True,False,True,True,Browser,Low,No escalation needed.
"not urgent at all but the loading spinner in our CRM is like weirdly huge now after the last update, kind of funny actually",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User finds the loading spinner in the CRM unusually large after an update."", ""troubleshooting"": [""Update the application to the latest version"", ""Check if the spinner size is configurable in settings"", ""Confirm if other users are seeing the same change""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
"Hi, VP of Marketing here. My VPN icon shows a small yellow triangle warning, but everything's connecting fine and I can access what I need. Just want it looked at when someone has a spare minute, not urgent at all.",VPN,Low,No escalation needed; user confirmed no impact.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User's VPN client displays a non-blocking warning while connection remains functional."", ""troubleshooting"": [""Hover over the warning icon to read the specific message"", ""Update VPN client to latest version"", ""Restart the VPN client""], ""escalation"": ""No escalation needed unless connectivity is actually impacted.""}",True,True,True,True,True,VPN,Low,No escalation needed unless connectivity is actually impacted.
"just noticed the HR shared drive with everyone's salary info is showing up for me and i definitely shouldnt be able to see that, closed it immediately",File / Permissions,Critical,Escalate to Security / Incident Response immediately as a potential data exposure incident.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""User discovers unauthorized access to a sensitive shared drive."", ""troubleshooting"": [""Confirm user's permission revocation and drive access removal"", ""Audit who else may have accessed the shared drive"", ""Update file permissions for the affected directory""], ""escalation"": ""Escalate to Security / Incident Response due to unauthorized access to sensitive information.""}",True,True,True,False,True,File / Permissions,High,Escalate to Security / Incident Response due to unauthorized access to sensitive information.
ok this is weird -- i can load some websites fine but others just spin forever. vpn is off. tried both chrome and edge same result. anyone else having this?,Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists after DNS troubleshooting.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User can load some websites but others time out indefinitely, unaffected by VPN and browser."", ""troubleshooting"": [""Check DNS resolution for affected websites"", ""Clear browser cache and cookies"", ""Test with a different device or Wi-Fi network""], ""escalation"": ""Escalate to Network Operations if DNS resolution fails for multiple sites.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if DNS resolution fails for multiple sites.
"the new expense report tool has really tiny text, kind of hard to read, any way to make it bigger?",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User finds the text in the new expense report tool too small."", ""troubleshooting"": [""Check application display/zoom settings"", ""Adjust OS-level display scaling"", ""Test with a different device if available""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
"docking station stopped charging my laptop, still connects the monitor and keyboard fine just no power delivery anymore",Hardware,Medium,Escalate to Desktop Support / Hardware for dock replacement if the fault is confirmed on the dock itself.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""A docking station stops charging the laptop while still powering connected peripherals."", ""troubleshooting"": [""Check docking station power adapter for signs of failure"", ""Test with a different laptop to isolate the issue"", ""Update docking station driver if available""], ""escalation"": ""Escalate to Desktop Support / Hardware if the docking station needs replacement.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if the docking station needs replacement.
"deleted a folder i thought was old but turns out someone else was still using it, tried checking the recycle bin on the shared drive but its not there",File / Permissions,Medium,Escalate to Network Operations for a backup restore of the deleted folder.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User deleted a shared folder which is now unavailable to another team member."", ""troubleshooting"": [""Check the recycle bin/Vault on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the affected team member to confirm availability""], ""escalation"": ""Escalate to Network Operations if the folder needs to be recovered from backup.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder needs to be recovered from backup.
"coworker shared a folder with me but i just get 'you need access' when i click the link, they said they definitely shared it with my email",File / Permissions,Medium,Escalate to Identity & Access Management if permission settings appear correct but access still fails.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User receives an access denied error despite a colleague sharing a folder with them."", ""troubleshooting"": [""Verify the colleague shared with the correct email address"", ""Check folder-level permission settings"", ""Have the folder owner re-share with the verified email""], ""escalation"": ""Escalate to Identity & Access Management if permission settings appear correct but access still fails.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Identity & Access Management if permission settings appear correct but access still fails.
"cant remember where the Q3 planning doc is, probably my fault for not saving it somewhere sensible, no rush",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User is unable to locate a saved document from Q3 planning."", ""troubleshooting"": [""Check recent file activity for the last saved location"", ""Search using keywords from the document name"", ""Confirm save location per team policy""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed.
"accidentally created like 3 duplicate versions of the same file in the shared folder, not sure which one is the 'real' one anymore, kind of a mess i made myself",File / Permissions,Low,No escalation needed.,"{""category"": ""File / Permissions"", ""priority"": ""Low"", ""summary"": ""User accidentally created multiple duplicate file versions in a shared folder."", ""troubleshooting"": [""Compare file modification dates to identify the most recent version"", ""Check file version history if available"", ""Confirm with team members which version they used""], ""escalation"": ""No escalation needed; user can manage duplicates going forward.""}",True,True,True,True,True,File / Permissions,Low,No escalation needed; user can manage duplicates going forward.
"keep getting bumped off the network mid meeting, like every 20 min or so, its only me though, coworkers next to me are fine",Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists after the driver update and DHCP check.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User is repeatedly being disconnected from the network during meetings."", ""troubleshooting"": [""Check signal strength near user's seat"", ""Update network adapter driver"", ""Try connecting to a different access point"", ""Check for power-saving features on the device""], ""escalation"": ""Escalate to Network Operations if repeated disconnects continue across multiple access points.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations if repeated disconnects continue across multiple access points.
"got a weird text asking me to click a link to verify my work account, looked kinda sus so i didnt click it, just wanted to flag it",Security,Low,No escalation needed unless the message is confirmed part of a broader campaign.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User proactively did not engage with a suspicious phishing attempt and wishes to report it."", ""troubleshooting"": [""Review the link characteristics without clicking (e.g., domain name, URL structure)"", ""Confirm the legitimate account's last known good contact information"", ""Flag the incident through the security dashboard""], ""escalation"": ""No escalation needed unless the link can be confirmed malicious.""}",True,True,True,True,True,Security,Low,No escalation needed unless the link can be confirmed malicious.
"quick q - vpn seems slower than usual today, not blocking me from working just noticeably laggy",VPN,Low,No escalation needed unless slowness worsens.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User notices VPN traffic slowdown but can still work."", ""troubleshooting"": [""Run a speed test connected and disconnected from VPN"", ""Check VPN server location for maximum proximity"", ""Try a different VPN client configuration""], ""escalation"": ""No escalation needed unless slowdown persists beyond one business day.""}",True,True,True,True,True,VPN,Low,No escalation needed unless slowdown persists beyond one business day.
"VPN gateway is completely down company-wide, nobody remote can connect, this includes the exec team who are on the road for client meetings this week",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""VPN"", ""priority"": ""Critical"", ""summary"": ""Company-wide VPN gateway outage is preventing all remote connections."", ""troubleshooting"": [""Confirm VPN gateway health and uptime"", ""Check for recent configuration changes or certificate expiration"", ""Verify with ISP/hosting provider for upstream issues""], ""escalation"": ""Escalate to Network Operations immediately as a business-critical outage.""}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.
"locked out after too many tries, i swear i typed it right, need back in asap i have payroll due today",Account / Authentication,High,"No escalation needed once unlocked, unless the underlying cause is unclear.","{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User's account is locked due to repeated failed login attempts."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Unlock account in identity management console"", ""Confirm user can log in successfully"", ""Advise user on correct credential entry going forward""], ""escalation"": ""Escalate to Identity & Access Management immediately due to a locked account.""}",True,True,True,True,False,Account / Authentication,High,Escalate to Identity & Access Management immediately due to a locked account.
"sharepoint, teams, and outlook are ALL down company wide right now, nobody can work, this has been going on for 20 min already",Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""Critical"", ""summary"": ""Company-wide outage affecting SharePoint, Teams, and Outlook simultaneously."", ""troubleshooting"": [""Check Microsoft 365 admin center service health for a vendor incident"", ""Confirm outage is not isolated to on-prem network path"", ""Communicate status to all affected users""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.""}",True,True,True,True,True,Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.
"laptop fan sounds like a jet engine now, wasnt like this last week, kinda worried its gonna overheat",Hardware,Medium,Escalate to Desktop Support / Hardware if overheating continues after cleaning and closing background apps.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop fan noise has increased significantly, raising concerns about potential overheating."", ""troubleshooting"": [""Check for dust buildup blocking vents"", ""Close unnecessary background applications"", ""Verify laptop is on a hard, ventilated surface"", ""Check CPU usage for runaway processes""], ""escalation"": ""Escalate to Desktop Support / Hardware if fan noise continues at high volume after cleaning and closing background apps.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if fan noise continues at high volume after cleaning and closing background apps.
"laptop literally started smoking a little at my desk just now, i unplugged it and moved away, is that normal lol (im scared)",Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a potential fire/safety hazard.,"{""category"": ""Hardware"", ""priority"": ""Critical"", ""summary"": ""User's laptop emitted smoke and has been powered off as a precaution."", ""troubleshooting"": [""Do not power the device back on"", ""Unplug the device from power immediately if not already done"", ""Remove device from use and isolate it pending inspection""], ""escalation"": ""Escalate to Desktop Support / Hardware immediately due to a smoking device.""}",True,True,True,True,True,Hardware,Critical,Escalate to Desktop Support / Hardware immediately due to a smoking device.
"small thing - the guest wifi password on the sign in the lobby doesnt work anymore, visitors keep asking front desk",Network / Wi-Fi,Low,No escalation needed.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""The guest Wi-Fi password displayed in the lobby is no longer valid."", ""troubleshooting"": [""Verify the current guest Wi-Fi password"", ""Update the password sign/display in the lobby"", ""Confirm all access points are configured with the new password""], ""escalation"": ""No escalation needed; update the password display.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed; update the password display.
"vpn connects but then randomly kicks me off AND when im on i cant print to the office printer either, might be related might not",VPN,Medium,Escalate to Network Operations if VPN instability is confirmed as the root cause of both symptoms.,"{""category"": ""VPN"", ""priority"": ""Medium"", ""summary"": ""User's VPN session disconnects randomly and breaks print server access."", ""troubleshooting"": [""Check VPN client settings for idle timeout"", ""Verify print server is reachable while connected"", ""Update VPN client software"", ""Try connecting to a different VPN gateway""], ""escalation"": ""Escalate to Network Operations if disconnection persists across multiple gateways.""}",True,True,True,True,True,VPN,Medium,Escalate to Network Operations if disconnection persists across multiple gateways.
